,0,1,2,3,4,5,6,7,8,9
2912,Medialuna,Fudge,Coffee,Bread,Alfajores,Hot chocolate,Toast,,,
2913,Jam,,,,,,,,,
2914,Medialuna,Bakewell,Coffee,Bread,Toast,,,,,
2915,Coffee,,,,,,,,,
2916,Bread,,,,,,,,,
2917,Coffee,Bakewell,Medialuna,,,,,,,
2918,Coffee,Bread,,,,,,,,
2919,Farm House,,,,,,,,,
2920,Bread,,,,,,,,,
2921,Medialuna,Scone,Coffee,,,,,,,
2922,Bread,,,,,,,,,
2923,Bread,Coffee,Farm House,Medialuna,,,,,,
2924,NONE,Smoothies,,,,,,,,
2925,Coffee,NONE,,,,,,,,
2926,Medialuna,Coffee,,,,,,,,
2927,Mineral water,,,,,,,,,
2928,Bread,NONE,Mineral water,Hot chocolate,,,,,,
2929,Tea,Sandwich,,,,,,,,
2930,Cookies,Coffee,NONE,,,,,,,
2931,Alfajores,,,,,,,,,
2932,Vegan mincepie,Coffee,Bread,,,,,,,
2933,Coffee,NONE,,,,,,,,
2934,Medialuna,,,,,,,,,
2935,Coffee,Frittata,Toast,,,,,,,
2936,Coffee,NONE,Hot chocolate,Muffin,,,,,,
2937,Coffee,Scandinavian,,,,,,,,
2938,Tea,NONE,Bakewell,,,,,,,
2939,Coffee,NONE,,,,,,,,
2940,Frittata,Coffee,,,,,,,,
2941,Scandinavian,,,,,,,,,
2942,Coffee,,,,,,,,,
2943,Tea,Coffee,NONE,,,,,,,
2944,Scandinavian,,,,,,,,,
2945,Bread,,,,,,,,,
2946,Tea,,,,,,,,,
2947,Bread,NONE,,,,,,,,
2948,Bread,Medialuna,,,,,,,,
2949,Pastry,Coffee,Toast,,,,,,,
2950,Pastry,Coffee,,,,,,,,
2951,Tea,,,,,,,,,
2952,Coffee,Toast,,,,,,,,
2953,Coffee,,,,,,,,,
2954,Coffee,Jam,Hot chocolate,Toast,,,,,,
2955,Coffee,Sandwich,,,,,,,,
2956,Tea,Bread,Bakewell,Alfajores,,,,,,
2957,Bread,Coffee,Cake,,,,,,,
2958,Bread,,,,,,,,,
2959,Bread,,,,,,,,,
2960,Coffee,Cake,Bakewell,,,,,,,
2961,Bread,,,,,,,,,
2962,Coffee,Medialuna,,,,,,,,
2963,Bread,,,,,,,,,
2964,Bread,Vegan mincepie,,,,,,,,
2965,Coffee,Cake,Vegan mincepie,Bread,,,,,,
2966,Bread,,,,,,,,,
2967,Sandwich,,,,,,,,,
2968,Pastry,Bread,,,,,,,,
2969,Vegan mincepie,Cake,Coffee,Mineral water,,,,,,
2970,Jam,,,,,,,,,
2971,Bread,,,,,,,,,
2972,Frittata,Coffee,,,,,,,,
2973,Coffee,,,,,,,,,
2974,Bread,,,,,,,,,
2975,Sandwich,,,,,,,,,
2976,Bread,Coffee,Sandwich,Truffles,,,,,,
2977,Tea,NONE,Toast,,,,,,,
2978,Coffee,,,,,,,,,
2979,Cake,,,,,,,,,
2980,Coffee,Bread,,,,,,,,
2981,Fudge,,,,,,,,,
2982,Jam,,,,,,,,,
2983,Bread,,,,,,,,,
2984,Coffee,,,,,,,,,
2985,Tea,Bread,Vegan mincepie,Hot chocolate,,,,,,
2986,Juice,Bread,Cake,Jammie Dodgers,,,,,,
2987,Bread,,,,,,,,,
2988,Tea,Vegan mincepie,,,,,,,,
2989,Pastry,Coffee,,,,,,,,
2990,Vegan mincepie,Scandinavian,,,,,,,,
2991,Bread,,,,,,,,,
2992,Coffee,Fudge,Jam,,,,,,,
2993,Coffee,Jam,,,,,,,,
2994,Coffee,,,,,,,,,
2995,Cookies,Coffee,Pastry,,,,,,,
2996,Medialuna,Bread,,,,,,,,
2997,Coffee,Art Tray,,,,,,,,
2998,Tea,Toast,,,,,,,,
2999,Coke,,,,,,,,,
3000,Coffee,Bread,,,,,,,,
3001,Farm House,Bakewell,,,,,,,,
3002,Coffee,Hot chocolate,Alfajores,Tea,Bread,,,,,
3003,Farm House,,,,,,,,,
3004,Coffee,Bread,,,,,,,,
3005,Coffee,Scandinavian,Toast,,,,,,,
3006,Bread,NONE,Vegan mincepie,,,,,,,
3007,Bread,,,,,,,,,
3008,Coffee,,,,,,,,,
3009,Coffee,Bread,Alfajores,,,,,,,
3010,Coffee,,,,,,,,,
3011,Bread,,,,,,,,,
3012,Medialuna,,,,,,,,,
3013,Coffee,NONE,,,,,,,,
3014,Tea,Frittata,Coffee,,,,,,,
3015,Tea,,,,,,,,,
3016,Tea,Bakewell,,,,,,,,
3017,Farm House,,,,,,,,,
3018,Pastry,Coffee,Medialuna,,,,,,,
3019,Coffee,Sandwich,,,,,,,,
3020,Coffee,Medialuna,,,,,,,,
3021,Pastry,Coffee,,,,,,,,
3022,Bread,Coffee,Muffin,,,,,,,
3023,Coffee,Bakewell,,,,,,,,
3024,Bread,,,,,,,,,
3025,Coffee,,,,,,,,,
3026,Bread,,,,,,,,,
3027,Coffee,Alfajores,,,,,,,,
3028,Bread,Coffee,Scandinavian,Truffles,,,,,,
3029,Tea,Cake,,,,,,,,
3030,Jam,,,,,,,,,
3031,Fudge,Jam,,,,,,,,
3032,Bread,,,,,,,,,
3033,Coffee,,,,,,,,,
3034,Tea,Coffee,,,,,,,,
3035,Tea,Coffee,Toast,,,,,,,
3036,Coffee,,,,,,,,,
3037,Bread,,,,,,,,,
3038,Coffee,NONE,,,,,,,,
3039,Coffee,,,,,,,,,
3040,Bread,,,,,,,,,
3041,Bread,,,,,,,,,
3042,Fudge,,,,,,,,,
3043,Coffee,,,,,,,,,
3044,Tea,Coffee,,,,,,,,
3045,Coffee,Farm House,,,,,,,,
3046,Juice,Medialuna,Coffee,Muffin,,,,,,
3047,Coffee,,,,,,,,,
3048,Coffee,Bread,,,,,,,,
3049,Coffee,Bread,Muffin,,,,,,,
3050,Tea,Vegan mincepie,Coffee,,,,,,,
3051,Coffee,Alfajores,,,,,,,,
3052,Coffee,Medialuna,,,,,,,,
3053,Tea,Bread,,,,,,,,
3054,Coffee,,,,,,,,,
3055,Coffee,,,,,,,,,
3056,Pastry,Bread,,,,,,,,
3057,Bread,,,,,,,,,
3058,Farm House,,,,,,,,,
3059,Bread,Alfajores,,,,,,,,
3060,Coffee,,,,,,,,,
3061,Jam,,,,,,,,,
3062,Coffee,,,,,,,,,
3063,Pastry,,,,,,,,,
3064,Tea,NONE,,,,,,,,
3065,Coffee,,,,,,,,,
3066,Coffee,Toast,,,,,,,,
3067,Coffee,NONE,,,,,,,,
3068,Coke,NONE,Truffles,,,,,,,
3069,Tea,Coffee,NONE,Sandwich,,,,,,
3070,Tea,NONE,,,,,,,,
3071,Coke,,,,,,,,,
3072,Bread,Sandwich,,,,,,,,
3073,Juice,Bread,Toast,Art Tray,,,,,,
3074,Tea,Bread,NONE,,,,,,,
3075,Coffee,Alfajores,,,,,,,,
3076,Pastry,Hot chocolate,Toast,,,,,,,
3077,Tea,Vegan mincepie,Juice,Sandwich,,,,,,
3078,Bread,,,,,,,,,
3079,Muffin,Alfajores,,,,,,,,
3080,Coffee,Jammie Dodgers,,,,,,,,
3081,Bread,Jammie Dodgers,,,,,,,,
3082,Coffee,Cake,Jammie Dodgers,Tea,Bread,,,,,
3083,Coffee,NONE,,,,,,,,
3084,Pastry,Bread,NONE,Medialuna,,,,,,
3085,Pastry,Alfajores,,,,,,,,
3086,Medialuna,NONE,Coffee,Toast,,,,,,
3087,Tea,Bread,Pastry,,,,,,,
3088,Bread,,,,,,,,,
3089,Coffee,,,,,,,,,
3090,Bread,Hot chocolate,,,,,,,,
3091,Bread,,,,,,,,,
3092,Pastry,,,,,,,,,
3093,Coffee,NONE,,,,,,,,
3094,Bread,,,,,,,,,
3095,Coffee,Hot chocolate,,,,,,,,
3096,Farm House,,,,,,,,,
3097,Coffee,,,,,,,,,
3098,Coffee,,,,,,,,,
3099,Coffee,,,,,,,,,
3100,Dulce de Leche,,,,,,,,,
3101,Pastry,Farm House,,,,,,,,
3102,Bread,Vegan mincepie,,,,,,,,
3103,Bread,,,,,,,,,
3104,Pastry,Coffee,Hot chocolate,,,,,,,
3105,Pastry,Coffee,Vegan mincepie,,,,,,,
3106,Bread,,,,,,,,,
3107,Bread,,,,,,,,,
3108,Coffee,Hot chocolate,,,,,,,,
3109,Bread,Coffee,Sandwich,,,,,,,
3110,Bread,,,,,,,,,
3111,Coffee,Hot chocolate,,,,,,,,
3112,Coffee,,,,,,,,,
3113,Coffee,,,,,,,,,
3114,Coke,Sandwich,,,,,,,,
3115,Coffee,,,,,,,,,
3116,Coffee,NONE,Bread,,,,,,,
3117,Bread,,,,,,,,,
3118,Coffee,,,,,,,,,
3119,Coffee,,,,,,,,,
3120,Coffee,Fudge,,,,,,,,
3121,Tea,Coffee,Sandwich,Bread,,,,,,
3122,Coffee,NONE,Sandwich,,,,,,,
3123,Bread,,,,,,,,,
3124,Bread,NONE,Coffee,,,,,,,
3125,Coffee,Hot chocolate,,,,,,,,
3126,Fudge,,,,,,,,,
3127,Coffee,,,,,,,,,
3128,Coffee,Bread,,,,,,,,
3129,Bread,,,,,,,,,
3130,Cookies,,,,,,,,,
3131,Bread,,,,,,,,,
3132,Coffee,Bread,Alfajores,,,,,,,
3133,Tea,,,,,,,,,
3134,Bare Popcorn,Ella's Kitchen Pouches,,,,,,,,
3135,Farm House,,,,,,,,,
3136,Pastry,Bread,Fudge,,,,,,,
3137,Hot chocolate,,,,,,,,,
3138,Medialuna,Vegan mincepie,Coffee,Jammie Dodgers,Tea,,,,,
3139,Coffee,,,,,,,,,
3140,Hot chocolate,Coffee,,,,,,,,
3141,Bread,,,,,,,,,
3142,Vegan mincepie,,,,,,,,,
3143,Medialuna,Dulce de Leche,,,,,,,,
3144,Muesli,,,,,,,,,
3145,Muesli,,,,,,,,,
3146,Coffee,Jam,,,,,,,,
3147,Bread,Toast,,,,,,,,
3148,Bread,Toast,,,,,,,,
3149,Coffee,,,,,,,,,
3150,Vegan mincepie,Jammie Dodgers,,,,,,,,
3151,Coffee,,,,,,,,,
3152,Bread,,,,,,,,,
3153,Coffee,Bread,,,,,,,,
3154,Tea,NONE,,,,,,,,
3155,Coffee,,,,,,,,,
3156,Juice,Coffee,NONE,Farm House,,,,,,
3157,Pastry,Coffee,,,,,,,,
3158,Bread,,,,,,,,,
3159,Coffee,,,,,,,,,
3160,Coffee,,,,,,,,,
3161,Coffee,,,,,,,,,
3162,Tea,Pastry,,,,,,,,
3163,Cookies,Coffee,Toast,,,,,,,
3164,Pastry,Tea,,,,,,,,
3165,Tea,Coffee,Toast,,,,,,,
3166,Bread,,,,,,,,,
3167,Bread,,,,,,,,,
3168,Coffee,,,,,,,,,
3169,Coffee,,,,,,,,,
3170,Pastry,NONE,,,,,,,,
3171,Bread,NONE,,,,,,,,
3172,Coffee,Scandinavian,Alfajores,,,,,,,
3173,Bread,NONE,Ella's Kitchen Pouches,Truffles,,,,,,
3174,Juice,Fudge,Jam,Ella's Kitchen Pouches,Tea,NONE,,,,
3175,Cake,,,,,,,,,
3176,Cookies,Bread,,,,,,,,
3177,Coffee,Cake,,,,,,,,
3178,Tea,Coffee,Toast,,,,,,,
3179,NONE,Truffles,,,,,,,,
3180,Bread,,,,,,,,,
3181,Coffee,,,,,,,,,
3182,Bread,,,,,,,,,
3183,Bread,,,,,,,,,
3184,NONE,Truffles,,,,,,,,
3185,Cookies,Tea,Bread,NONE,Toast,,,,,
3186,Coffee,Sandwich,,,,,,,,
3187,Bread,Sandwich,,,,,,,,
3188,NONE,Alfajores,,,,,,,,
3189,Scone,,,,,,,,,
3190,Bread,Coffee,Vegan mincepie,Alfajores,,,,,,
3191,Fudge,,,,,,,,,
3192,NONE,Jam,,,,,,,,
3193,Pastry,Coffee,Jam,,,,,,,
3194,Coffee,,,,,,,,,
3195,Tea,Bread,Fudge,,,,,,,
3196,Bread,NONE,Sandwich,,,,,,,
3197,Farm House,,,,,,,,,
3198,Coffee,NONE,,,,,,,,
3199,Jam,,,,,,,,,
3200,Coffee,Brownie,,,,,,,,
3201,Tea,Bread,Sandwich,,,,,,,
3202,Tea,NONE,,,,,,,,
3203,Tea,Sandwich,,,,,,,,
3204,Coffee,,,,,,,,,
3205,Coffee,,,,,,,,,
3206,Bread,,,,,,,,,
3207,Tea,Brownie,,,,,,,,
3208,Jam,,,,,,,,,
3209,Jam,,,,,,,,,
3210,Cookies,Juice,Sandwich,,,,,,,
3211,Tea,Pastry,,,,,,,,
3212,Farm House,,,,,,,,,
3213,Coffee,Scone,,,,,,,,
3214,Coffee,,,,,,,,,
3215,Coffee,Vegan mincepie,,,,,,,,
3216,Bread,Scone,,,,,,,,
3217,Scone,Farm House,,,,,,,,
3218,Coffee,Brownie,,,,,,,,
3219,Tea,Coffee,,,,,,,,
3220,Coffee,,,,,,,,,
3221,Tea,Coffee,,,,,,,,
3222,Bread,,,,,,,,,
3223,Coffee,Alfajores,,,,,,,,
3224,Pastry,Medialuna,Farm House,,,,,,,
3225,Bread,,,,,,,,,
3226,Bread,,,,,,,,,
3227,Pastry,Coffee,,,,,,,,
3228,Bread,,,,,,,,,
3229,Pastry,Bread,,,,,,,,
3230,Medialuna,Fudge,,,,,,,,
3231,Bread,,,,,,,,,
3232,Juice,Coffee,Scone,,,,,,,
3233,Coffee,NONE,,,,,,,,
3234,Tea,Scone,Lemon and coconut,,,,,,,
3235,Cookies,Fudge,Jam,,,,,,,
3236,Bread,,,,,,,,,
3237,Scandinavian,,,,,,,,,
3238,Cookies,Coffee,Juice,,,,,,,
3239,Hot chocolate,Coffee,Vegan mincepie,Bread,,,,,,
3240,Jam,,,,,,,,,
3241,Bread,,,,,,,,,
3242,Coffee,,,,,,,,,
3243,Dulce de Leche,Scandinavian,Alfajores,,,,,,,
3244,Pastry,Medialuna,Farm House,Coffee,Bread,,,,,
3245,Hot chocolate,Scone,,,,,,,,
3246,Bread,Fudge,Jam,Farm House,,,,,,
3247,Coffee,The Nomad,,,,,,,,
3248,Vegan mincepie,,,,,,,,,
3249,Bread,,,,,,,,,
3250,Bread,,,,,,,,,
3251,Bread,Scone,,,,,,,,
3252,Cake,,,,,,,,,
3253,Bread,,,,,,,,,
3254,Vegan mincepie,Cake,Coffee,NONE,,,,,,
3255,Coffee,Medialuna,,,,,,,,
3256,Bread,,,,,,,,,
3257,Jam,,,,,,,,,
3258,Pastry,Medialuna,Coffee,,,,,,,
3259,Bread,,,,,,,,,
3260,Bread,,,,,,,,,
3261,Bread,Scone,The Nomad,,,,,,,
3262,Tea,Coffee,,,,,,,,
3263,Bread,,,,,,,,,
3264,Tea,Frittata,NONE,,,,,,,
3265,Coffee,Vegan mincepie,,,,,,,,
3266,Bread,,,,,,,,,
3267,Coffee,NONE,Bread,,,,,,,
3268,Coffee,Scone,,,,,,,,
3269,Cookies,Frittata,Farm House,,,,,,,
3270,Farm House,,,,,,,,,
3271,Farm House,,,,,,,,,
3272,Fudge,Jam,,,,,,,,
3273,Coffee,NONE,,,,,,,,
3274,Medialuna,Fudge,Bread,Alfajores,Frittata,NONE,Sandwich,,,
3275,Cake,,,,,,,,,
3276,Juice,Coffee,Cookies,,,,,,,
3277,Coffee,,,,,,,,,
3278,Pastry,Bread,,,,,,,,
3279,Tea,Hot chocolate,,,,,,,,
3280,Crisps,,,,,,,,,
3281,Bread,,,,,,,,,
3282,Cake,,,,,,,,,
3283,Tea,Scone,Focaccia,,,,,,,
3284,Coffee,Scone,,,,,,,,
3285,Cake,,,,,,,,,
3286,Vegan mincepie,,,,,,,,,
3287,Coffee,,,,,,,,,
3288,Tea,Vegan mincepie,,,,,,,,
3289,Focaccia,,,,,,,,,
3290,Coke,,,,,,,,,
3291,Pintxos,,,,,,,,,
3292,Pintxos,,,,,,,,,
3293,Juice,,,,,,,,,
3294,Coke,,,,,,,,,
3295,Pintxos,,,,,,,,,
3296,Pintxos,,,,,,,,,
3297,Pintxos,,,,,,,,,
3298,Coke,Pintxos,,,,,,,,
3299,Hot chocolate,,,,,,,,,
3300,Medialuna,NONE,,,,,,,,
3301,Coffee,,,,,,,,,
3302,Coffee,Bread,,,,,,,,
3303,Coffee,,,,,,,,,
3304,Bread,,,,,,,,,
3305,Cookies,Coffee,Bread,Toast,,,,,,
3306,Coffee,Brownie,Medialuna,,,,,,,
3307,Hot chocolate,Coffee,Brownie,,,,,,,
3308,Tea,Hot chocolate,,,,,,,,
3309,Tea,Bread,Scone,,,,,,,
3310,Medialuna,Coffee,,,,,,,,
3311,Pastry,Coffee,Scone,Hot chocolate,Bread,,,,,
3312,Coffee,The Nomad,Bread,Muesli,,,,,,
3313,Bread,NONE,,,,,,,,
3314,Fudge,,,,,,,,,
3315,Bread,,,,,,,,,
3316,Coffee,,,,,,,,,
3317,Bread,,,,,,,,,
3318,Bread,,,,,,,,,
3319,Coffee,Brownie,Vegan mincepie,,,,,,,
3320,Dulce de Leche,,,,,,,,,
3321,Coffee,,,,,,,,,
3322,Coffee,,,,,,,,,
3323,Farm House,,,,,,,,,
3324,Coffee,NONE,,,,,,,,
3325,Coffee,Brownie,,,,,,,,
3326,Coffee,,,,,,,,,
3327,Coffee,Vegan mincepie,Hot chocolate,,,,,,,
3328,Bread,NONE,,,,,,,,
3329,Coffee,Frittata,,,,,,,,
3330,Medialuna,Coffee,,,,,,,,
3331,Juice,Medialuna,Mineral water,Coffee,Frittata,Crisps,,,,
3332,Coffee,,,,,,,,,
3333,Cookies,Coffee,NONE,,,,,,,
3334,Bread,,,,,,,,,
3335,Bread,,,,,,,,,
3336,Coffee,Cake,Dulce de Leche,Bread,,,,,,
3337,Bread,Coffee,Hot chocolate,,,,,,,
3338,Coke,,,,,,,,,
3339,Fudge,,,,,,,,,
3340,Fudge,,,,,,,,,
3341,Tea,Juice,Cake,Tartine,,,,,,
3342,Medialuna,Coffee,Brownie,Hot chocolate,,,,,,
3343,Coffee,,,,,,,,,
3344,Bread,,,,,,,,,
3345,Coffee,Bread,,,,,,,,
3346,Cookies,Coffee,Vegan mincepie,Hot chocolate,,,,,,
3347,Coffee,Medialuna,,,,,,,,
3348,Cookies,Hot chocolate,NONE,,,,,,,
3349,Coffee,NONE,,,,,,,,
3350,Coffee,,,,,,,,,
3351,Tea,,,,,,,,,
3352,Coffee,Bread,,,,,,,,
3353,Hot chocolate,,,,,,,,,
3354,Coffee,,,,,,,,,
3355,Bread,Medialuna,,,,,,,,
3356,Coffee,,,,,,,,,
3357,Bread,,,,,,,,,
3358,Tea,Coffee,Pastry,,,,,,,
3359,Medialuna,Coffee,,,,,,,,
3360,Coffee,Hot chocolate,,,,,,,,
3361,Fudge,Jam,,,,,,,,
3362,Cookies,Hot chocolate,Smoothies,Bread,,,,,,
3363,Tea,Coffee,Brownie,Toast,,,,,,
3364,Coffee,,,,,,,,,
3365,Coffee,,,,,,,,,
3366,Farm House,,,,,,,,,
3367,Tea,NONE,,,,,,,,
3368,Bread,,,,,,,,,
3369,Bread,Coffee,,,,,,,,
3370,Tea,NONE,,,,,,,,
3371,Coffee,,,,,,,,,
3372,Coffee,Fudge,Brownie,,,,,,,
3373,Coffee,,,,,,,,,
3374,Coffee,Bread,,,,,,,,
3375,Coffee,Medialuna,,,,,,,,
3376,Farm House,,,,,,,,,
3377,Coffee,NONE,Fudge,Sandwich,,,,,,
3378,Cookies,Toast,,,,,,,,
3379,Coffee,Sandwich,Bread,,,,,,,
3380,Focaccia,Scandinavian,,,,,,,,
3381,Hearty & Seasonal,Truffles,,,,,,,,
3382,Coffee,,,,,,,,,
3383,Sandwich,,,,,,,,,
3384,Coffee,Bread,Hearty & Seasonal,,,,,,,
3385,Bread,Cake,,,,,,,,
3386,Tea,Bread,,,,,,,,
3387,Bread,,,,,,,,,
3388,Cookies,Bread,,,,,,,,
3389,Coffee,,,,,,,,,
3390,Coffee,NONE,,,,,,,,
3391,Tea,Sandwich,,,,,,,,
3392,Bread,Brownie,,,,,,,,
3393,Tea,Coffee,NONE,,,,,,,
3394,Coffee,,,,,,,,,
3395,Cookies,Coffee,,,,,,,,
3396,Bread,Cake,,,,,,,,
3397,Coffee,,,,,,,,,
3398,Coke,Mineral water,Bread,NONE,Sandwich,,,,,
3399,Juice,Bread,NONE,,,,,,,
3400,Coffee,,,,,,,,,
3401,Tea,NONE,Cake,Truffles,,,,,,
3402,Coffee,Scone,Brownie,,,,,,,
3403,Tea,,,,,,,,,
3404,Juice,Sandwich,Tea,,,,,,,
3405,Coffee,,,,,,,,,
3406,Bread,Cake,Sandwich,,,,,,,
3407,Coffee,,,,,,,,,
3408,Coffee,Sandwich,,,,,,,,
3409,Juice,Bread,Tea,,,,,,,
3410,Brownie,,,,,,,,,
3411,Fudge,,,,,,,,,
3412,Tea,,,,,,,,,
3413,Tea,,,,,,,,,
3414,Sandwich,Truffles,,,,,,,,
3415,Bread,Medialuna,Coffee,Hot chocolate,,,,,,
3416,Medialuna,,,,,,,,,
3417,Coffee,,,,,,,,,
3418,Coffee,,,,,,,,,
3419,Tea,,,,,,,,,
3420,Bread,,,,,,,,,
3421,Bread,,,,,,,,,
3422,Coke,Cake,Brownie,Tea,Bread,NONE,,,,
3423,Bread,,,,,,,,,
3424,Tea,Medialuna,Cookies,Bread,,,,,,
3425,Coffee,,,,,,,,,
3426,Tea,Bread,NONE,Sandwich,,,,,,
3427,Bread,Medialuna,Toast,,,,,,,
3428,Pastry,Medialuna,,,,,,,,
3429,Coffee,,,,,,,,,
3430,Coffee,NONE,,,,,,,,
3431,Pastry,Coffee,,,,,,,,
3432,Cookies,,,,,,,,,
3433,Cookies,,,,,,,,,
3434,Bread,,,,,,,,,
3435,Coffee,,,,,,,,,
3436,Pastry,Coffee,,,,,,,,
3437,Bread,,,,,,,,,
3438,Cookies,Coffee,Cake,Hot chocolate,,,,,,
3439,Pastry,Medialuna,Coffee,The Nomad,Hot chocolate,Toast,,,,
3440,Coffee,Cake,Bread,,,,,,,
3441,Tea,NONE,,,,,,,,
3442,Coffee,Cake,,,,,,,,
3443,Coffee,NONE,,,,,,,,
3444,Coffee,Cake,,,,,,,,
3445,Coffee,Toast,,,,,,,,
3446,Coffee,,,,,,,,,
3447,Hot chocolate,Cake,,,,,,,,
3448,Juice,Hearty & Seasonal,,,,,,,,
3449,Coffee,,,,,,,,,
3450,Coffee,Hearty & Seasonal,,,,,,,,
3451,Cake,Farm House,,,,,,,,
3452,Coffee,NONE,Farm House,Bread,,,,,,
3453,Sandwich,,,,,,,,,
3454,Bread,,,,,,,,,
3455,Coffee,Brownie,,,,,,,,
3456,Juice,NONE,Sandwich,,,,,,,
3457,Coffee,,,,,,,,,
3458,Coffee,,,,,,,,,
3459,Tea,,,,,,,,,
3460,Coffee,,,,,,,,,
3461,Hot chocolate,,,,,,,,,
3462,Coffee,Cake,,,,,,,,
3463,Bread,,,,,,,,,
3464,Bread,NONE,,,,,,,,
3465,Coffee,Hot chocolate,,,,,,,,
3466,Coffee,,,,,,,,,
3467,Coffee,Bread,,,,,,,,
3468,Coffee,Cake,,,,,,,,
3469,Coffee,,,,,,,,,
3470,Farm House,,,,,,,,,
3471,Coffee,,,,,,,,,
3472,Bread,,,,,,,,,
3473,Coffee,,,,,,,,,
3474,Farm House,,,,,,,,,
3475,Scandinavian,,,,,,,,,
3476,Bread,,,,,,,,,
3477,Pastry,Bread,,,,,,,,
3478,Coffee,,,,,,,,,
3479,Coffee,,,,,,,,,
3480,Pastry,Coffee,Bread,,,,,,,
3481,Coffee,Bread,,,,,,,,
3482,Coffee,Medialuna,,,,,,,,
3483,Medialuna,Fudge,Jam,,,,,,,
3484,Tea,,,,,,,,,
3485,Bread,,,,,,,,,
3486,Bread,,,,,,,,,
3487,Pastry,Coffee,,,,,,,,
3488,Coffee,,,,,,,,,
3489,Bread,,,,,,,,,
3490,Coffee,,,,,,,,,
3491,Cookies,Coffee,,,,,,,,
3492,Coffee,,,,,,,,,
3493,Coffee,,,,,,,,,
3494,Pastry,Coffee,,,,,,,,
3495,Bread,,,,,,,,,
3496,Coffee,Fudge,,,,,,,,
3497,Hot chocolate,Cake,,,,,,,,
3498,Coffee,Muffin,,,,,,,,
3499,Coffee,Medialuna,,,,,,,,
3500,Gingerbread syrup,,,,,,,,,
3501,Coffee,NONE,,,,,,,,
3502,Coffee,Sandwich,,,,,,,,
3503,Bread,,,,,,,,,
3504,Coffee,,,,,,,,,
3505,Juice,Coke,NONE,Coffee,,,,,,
3506,Medialuna,,,,,,,,,
3507,Bread,,,,,,,,,
3508,Pastry,Coffee,,,,,,,,
3509,Coffee,Cake,Bread,,,,,,,
3510,Coffee,,,,,,,,,
3511,Bread,,,,,,,,,
3512,Bread,,,,,,,,,
3513,Tea,Coffee,Toast,,,,,,,
3514,Sandwich,Smoothies,,,,,,,,
3515,Fudge,,,,,,,,,
3516,Coffee,Hot chocolate,,,,,,,,
3517,Coffee,Cake,Hot chocolate,,,,,,,
3518,Hot chocolate,NONE,Sandwich,,,,,,,
3519,NONE,Sandwich,Mineral water,Truffles,,,,,,
3520,Cake,,,,,,,,,
3521,Scandinavian,,,,,,,,,
3522,Coffee,,,,,,,,,
3523,Bread,Cake,,,,,,,,
3524,Cake,,,,,,,,,
3525,Coffee,NONE,,,,,,,,
3526,Bread,Coffee,Cake,NONE,,,,,,
3527,Coffee,Bread,,,,,,,,
3528,Cookies,Coffee,Coke,,,,,,,
3529,Bread,,,,,,,,,
3530,Tea,Hot chocolate,Cake,Brownie,,,,,,
3531,Coke,,,,,,,,,
3532,Tea,Coffee,,,,,,,,
3533,Coffee,NONE,Bread,,,,,,,
3534,Pastry,Bread,,,,,,,,
3535,Bread,,,,,,,,,
3536,Tea,Cookies,,,,,,,,
3537,Brownie,,,,,,,,,
3538,Coffee,NONE,,,,,,,,
3539,Tea,,,,,,,,,
3540,Coffee,Sandwich,Bread,,,,,,,
3541,Scandinavian,,,,,,,,,
3542,Coffee,,,,,,,,,
3543,Bread,,,,,,,,,
3544,Pastry,Coffee,,,,,,,,
3545,Coffee,,,,,,,,,
3546,Medialuna,,,,,,,,,
3547,Coffee,Muffin,,,,,,,,
3548,Pastry,Bread,NONE,The Nomad,,,,,,
3549,Coffee,,,,,,,,,
3550,Coffee,Cake,Hot chocolate,,,,,,,
3551,Pastry,Bread,Coffee,,,,,,,
3552,Pastry,Bread,Coffee,Brownie,,,,,,
3553,Coffee,,,,,,,,,
3554,Tea,,,,,,,,,
3555,Pastry,Bread,,,,,,,,
3556,Tea,,,,,,,,,
3557,Coffee,Medialuna,,,,,,,,
3558,Coffee,,,,,,,,,
3559,Tea,Hot chocolate,Bread,,,,,,,
3560,Tea,Toast,,,,,,,,
3561,Coffee,Cake,,,,,,,,
3562,Coffee,,,,,,,,,
3563,Panatone,,,,,,,,,
3564,Coffee,Cake,Bread,,,,,,,
3565,Bread,,,,,,,,,
3566,Bread,,,,,,,,,
3567,Truffles,,,,,,,,,
3568,Coffee,,,,,,,,,
3569,Tea,,,,,,,,,
3570,Bread,Sandwich,,,,,,,,
3571,Cookies,,,,,,,,,
3572,Bread,,,,,,,,,
3573,Tea,Cake,,,,,,,,
3574,Bread,,,,,,,,,
3575,Coffee,,,,,,,,,
3576,Bread,NONE,Brownie,,,,,,,
3577,Juice,Cookies,NONE,Muffin,Panatone,Coffee,Cake,Brownie,Bare Popcorn,Art Tray
3578,Coke,NONE,,,,,,,,
3579,Tea,NONE,,,,,,,,
3580,Bread,,,,,,,,,
3581,Tea,Brownie,,,,,,,,
3582,Tea,Medialuna,Sandwich,,,,,,,
3583,Tea,Hot chocolate,,,,,,,,
3584,Tea,Cake,Muffin,,,,,,,
3585,Sandwich,Mineral water,,,,,,,,
3586,Pastry,Coffee,Tea,,,,,,,
3587,Coffee,Hot chocolate,,,,,,,,
3588,Medialuna,,,,,,,,,
3589,Tea,Bread,Muffin,,,,,,,
